what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1422387150147
error,log,,,"Request for monitor: 'RequestMonitor (org.eclipse.cdt.dsf.concurrent.RequestMonitor@1e05a29): Status ERROR: org.eclipse.cdt.dsf.gdb code=10004 Failed to execute MI command:\n-exec-continue\nError message from debugger back end:\nPC register is not available java.lang.Exception: PC register is not available' resulted in an error.",1422387150157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387152554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387157902
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1422387157963
error,log,,,"Error in final launch sequence",1422387167371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387167501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387168822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387169643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387216111
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1422387218037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387220481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387220649
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1422387220792
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1422387220875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387227577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387227583
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1422387232749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387235215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387239182
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1422387239270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387244891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1422387247678
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1422387247737
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1422387247745
activated,perspective,,,"ENGS62",1422387407274
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1422387407276
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1422387407277
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1422387407278
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1422387407278
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1422387407278
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1422387407279
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1422387407279
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1422387407279
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1422387407279
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1422387407280
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1422387407280
